symptoms_text,disease_id
"mild mouth ulcers, difficulty swallowing",46
"mild scaling, itchy skin",51
"mild reduced mobility, persistent stiffness",21
"persistent fatigue, mild stunted growth, poor appetite",8
"mild heavy bleeding, pelvic pain, mild painful periods",43
"mild skin changes, severe nipple discharge",30
"persistent nasal congestion, headache, post nasal drip, mild facial pain",17
"frequent infections, severe weight loss, fatigue, severe night sweats",45
"irregular periods, weight gain, moderate excess hair growth, mild acne",39
"persistent dry skin, severe weight gain, severe cold intolerance",40
"severe breast pain, mild breast lump, nipple discharge",30
"persistent fatigue, severe dry skin, severe weight gain",40
severe fatigue,20
"persistent acne, excess hair growth, persistent weight gain",39
"yellowing of skin, pale stools, moderate fatigue",53
"moderate chills, persistent muscle pain",38
"severe fatigue, persistent abdominal swelling",25
"persistent dry skin, severe itchy skin, moderate red patches",51
"moderate itching, moderate abdominal swelling, moderate weight loss",48
severe joint pain,34
"moderate fatigue, dark urine, mild pale stools, moderate yellowing of skin",53
"yellowing of skin, severe dark urine",53
"mild itching, severe ring shaped rash, severe skin redness",19
"moderate wheezing, persistent coughing, moderate shortness of breath, moderate chest tightness",13
"fatigue, weight gain, liver discomfort, severe upper abdominal pain",20
"high fever, severe headache, severe skin rash, moderate bleeding gums, moderate joint pain",5
"mild chest tightness, persistent coughing",13
"headache, mild muscle pain, persistent fever",38
"difficulty thinking, confusion, memory loss",26
"persistent heavy bleeding, persistent painful periods, severe pelvic pain",43
"moderate itching, mild abdominal swelling, moderate weight loss",48
"persistent fatigue, moderate confusion",25
"persistent skin redness, severe itching, mild ring shaped rash",19
"persistent pimples, moderate oily skin",52
"persistent abdominal swelling, severe itching, severe jaundice, weight loss",48
"ring shaped rash, moderate itching, severe skin redness",19
"moderate dark urine, severe fatigue, abdominal pain",23
"severe severe dehydration, persistent vomiting",9
"severe skin inflammation, moderate oily skin, persistent blackheads",52
"skin inflammation, mild pimples",52
"difficulty thinking, persistent memory loss, persistent personality changes",26
"persistent liver discomfort, persistent weight gain, persistent fatigue",20
"hard stools, bloating, persistent abdominal discomfort",16
"moderate watery diarrhea, moderate vomiting, persistent severe dehydration",9
"persistent night vision difficulty, moderate blurred vision",44
"severe muscle pain, moderate high fever, persistent rash, persistent joint pain, mild headache",4
"severe fatigue, night sweats",45
"moderate abdominal discomfort, persistent hard stools, mild bloating",16
"moderate nosebleeds, severe dizziness",2
"mild joint pain, moderate muscle pain, rash",4
"fatigue, jaundice, mild nausea",24
"moderate upper abdominal pain, moderate weight gain",20
"persistent blurred vision, persistent excessive thirst, mild fatigue",1
"mild abdominal pain, persistent weakness",6
"persistent diarrhea, mild loss of appetite, mild fever, persistent abdominal pain, weakness",6
"mild fever, mild weakness, mild loss of appetite, abdominal pain",6
"mild hair loss, moderate circular rash, severe scaly skin",35
"severe nausea, severe burning stomach pain, indigestion",27
"persistent tooth loss, bleeding gums",34
"fatigue, persistent night sweats, mild frequent infections, severe weight loss",45
"mild nausea, severe burning stomach pain, severe indigestion",27
"severe chills, severe muscle pain, headache, severe fever",38
persistent fatigue,53
"mild distorted vision, mild difficulty seeing, mild blurred vision, persistent vision loss",11
"persistent difficulty breathing, fatigue",15
"mild fatigue, moderate weight loss, stunted growth",8
"weight loss, severe fever, moderate chest pain",3
"dark urine, reduced urination, dry mouth",10
"persistent chest pain, moderate difficulty breathing, persistent fever, moderate productive cough, severe fatigue",15
"severe yellowing of skin, persistent fatigue, moderate dark urine",53
"severe fatigue, mild joint pain, mild fever",33
"severe hair loss, itching",35
"mild high body temperature, moderate dry skin, severe dizziness",22
"persistent tremors, severe palpitations, mild weight loss",41
"persistent tremors, moderate weight loss, persistent heat intolerance",41
"persistent blackheads, pimples, severe skin inflammation",52
"moderate skin inflammation, severe pimples",52
"slow wound healing, moderate excessive thirst, moderate fatigue, mild frequent urination, mild blurred vision",1
"moderate dehydration, persistent nausea, severe abdominal cramps, loose stools",7
"persistent weight loss, moderate heat intolerance, severe palpitations",41
"mild acne, severe excess hair growth, persistent weight gain",39
"mild cloudy vision, persistent night vision difficulty",44
"severe bleeding gums, moderate joint pain, persistent weakness, moderate tooth loss",34
"mild abdominal cramps, nausea, loose stools",7
"moderate chest tightness, persistent wheezing",13
"weakness, severe rapid heartbeat, moderate pale skin, mild dizziness, severe fatigue",0
"mild breast lump, moderate breast pain",30
"moderate bleeding during bowel movements, itching, anal pain",50
"severe shortness of breath, moderate pale skin, moderate rapid heartbeat",0
"mild fatigue, moderate easy bruising, mild confusion",25
"mild oily skin, mild blackheads, moderate pimples, moderate skin inflammation",52
"bleeding during bowel movements, itching, anal pain",50
"mild muscle pain, moderate high fever, severe rash, moderate joint pain, persistent headache",4
"severe dehydration, mild watery diarrhea",9
"moderate painful periods, persistent pelvic pain, mild heavy bleeding",43
"bleeding gums, persistent skin rash",5
"moderate vomiting, moderate fever, confusion",36
"moderate chest pain, persistent cough, moderate weight loss",49
persistent pelvic pain,32
"moderate shortness of breath, moderate wheezing",13
"headache, moderate nosebleeds, shortness of breath",2
"heat intolerance, severe weight loss, palpitations, mild tremors",41
"mild fatigue, persistent productive cough",15
"severe pimples, persistent oily skin",52
"chest pain, severe chronic cough, moderate night sweats",3
"moderate slow wound healing, blurred vision",1
"moderate loss of appetite, jaundice, nausea",24
"fatigue, severe loss of appetite, persistent jaundice",24
"mild skin redness, moderate scaly skin, moderate itching, severe ring shaped rash",19
"mild confusion, mild high body temperature, moderate dizziness, mild dry skin",22
"severe frequent urination, moderate pelvic pain",32
"heat intolerance, tremors",41
"persistent weight gain, severe irregular periods",39
"mild jaundice, persistent fatigue, mild dark urine",23
"persistent joint pain, severe fatigue, skin rash",33
"diarrhea, mild vomiting, moderate nausea",18
"severe breast pain, mild breast lump, moderate nipple discharge",30
"blurred vision, moderate vision loss",11
"mild abdominal pain, loss of appetite, persistent fever, weakness",6
"persistent chills, headache, severe muscle pain, mild fever",38
"moderate post nasal drip, moderate headache, moderate facial pain",17
"persistent bloating, mild stomach pain, mild heartburn",28
"mild muscle stiffness, moderate slow movement, moderate balance problems",29
"severe muscle stiffness, slow movement",29
"persistent scaly skin, mild circular rash",35
"moderate joint pain, mild reduced mobility, swelling",21
"mild confusion, severe easy bruising, persistent abdominal swelling, severe fatigue",25
"severe fever, rash, joint pain, severe red eyes",37
"moderate shortness of breath, persistent fatigue, moderate chronic cough, mild wheezing",42
"abdominal swelling, mild easy bruising, severe confusion, severe fatigue",25
"fever, body pain, moderate chills",14
"itching, mild scaly skin",19
"moderate reduced mobility, moderate swelling, mild stiffness",21
"moderate wheezing, shortness of breath, mild chronic cough",42
"stomach cramps, persistent nausea",18
"moderate dark urine, reduced urination, dry mouth",10
"skin redness, mild itching, ring shaped rash",19
"mild heavy bleeding, persistent painful periods, moderate pelvic pain",43
"mild ring shaped rash, moderate itching",19
"moderate difficulty thinking, severe confusion, persistent memory loss",26
"severe persistent cough, mild shortness of breath, chest pain, mild weight loss",49
"moderate chest pain, severe difficulty breathing, persistent fever, persistent productive cough",15
"mild stiffness, reduced mobility, severe swelling, severe joint pain",21
"severe painful periods, severe pelvic pain, heavy bleeding",43
"persistent coughing, severe wheezing, mild chest tightness",13
"chest pain, difficulty breathing, mild productive cough",15
"severe wheezing, fatigue, mild shortness of breath, persistent chronic cough",42
"moderate pimples, severe blackheads, mild skin inflammation, persistent oily skin",52
"mild weakness, persistent abdominal pain, severe loss of appetite, persistent diarrhea, mild fever",6
"severe headache, mild confusion, mild fever",36
"mild dry skin, mild dizziness, moderate high body temperature, confusion",22
"severe dark urine, severe fatigue, persistent yellowing of skin",53
"moderate reduced urination, moderate dry mouth, mild thirst, persistent dark urine",10
"persistent headache, moderate high fever, persistent rash, muscle pain",4
"coughing, severe wheezing",13
"mild fatigue, severe weight loss, mild stunted growth",8
"moderate excess hair growth, moderate acne, moderate irregular periods, persistent weight gain",39
moderate loose stools,7
"moderate frequent urination, mild excessive thirst, slow wound healing",1
"severe rapid heartbeat, mild shortness of breath, persistent pale skin",0
"severe headache, severe fever, mild vomiting, persistent confusion",36
"mild nasal congestion, severe headache, post nasal drip, persistent facial pain",17
"severe skin rash, moderate joint pain, severe fatigue",33
